"AUDIOFILE","FOREIGNWORD","LEVEL","NATIVEWORD"
"/st/snw/city.mp3","city","A1","nagyváros"
"/st/snw/farm.mp3","farm","A1","farm, gazdaság"
"/st/snw/park.mp3","park","A1","park"
"/st/snw/town.mp3","town","A1","város"
"/st/snw/village.mp3","village","A1","falu"
