"AUDIOFILE","FOREIGNWORD","LEVEL","NATIVEWORD"
"/st/snw/say.mp3","say","A1","mond"
"/st/snw/speak.mp3","speak","A1","beszél"
"/st/snw/dictionary.mp3","dictionary","A1","szótár; lexikon"
"/st/snw/language.mp3","language","A1","nyelv"
"/st/snw/sentence.mp3","sentence","A1","mondat"
"/st/snw/word.mp3","word","A1","szó"
"/st/snk/r2801.mp3","the present","A1","jelen idő"
